ui_name;ingredient;alias;shop;generic_name;original_name;package_weight;unit;price_per_100;price_package;match_type;fuzzy_score;dedup;kcal
ser pleśniowy;ser pleśniowy;;auchan;ser pleśniowy;Ser pleśniowy Złocisty Lazur 100 g;100.0;g;5.88;5.88;auto;100.0;;353.0
ser ricotta;ser ricotta;;auchan;ser ricotta pecorina;Ser Ricotta Pecorina    Auchan na wagę ok. 130 g;100.0;g;4.79;6.23;auto;100.0;;174.0
serca karczochów;serca karczochów;karczochy;auchan;karczochy krojone w ziołach;Karczochy krojone w ziołach Antico Casale 455 /285 g;285.0;g;7.8912;22.49;repair;100.0;;50.0
serca karczochów;serce karczocha;karczochy;auchan;karczochy krojone w ziołach;Karczochy krojone w ziołach Antico Casale 455 /285 g;285.0;g;7.8912;22.49;repair;100.0;shop_sku;50.0
sezam;sezam;;auchan;sezam;Sezam Bakal 500 g;500.0;g;3.358;16.79;auto;100.0;;573.0
skrobia kukurydziana;skrobia kukurydziana;;auchan;skrobia kukurydziana;BIO Ekologiczna skrobia kukurydziana NaturaVena 250 g;250.0;g;3.916;9.79;auto;100.0;;381.0
skrzydełko z kurczaka;skrzydełko z kurczaka;;auchan;skrzydełka z kurczaka;Piwoszki skrzydełka z kurczaka Morliny 900 g;900.0;g;2.8767;25.89;auto;95.2;;222.0
skrzydełko z kurczaka;udka z kurczaka;;auchan;skrzydełka z kurczaka;Piwoszki skrzydełka z kurczaka Morliny 900 g;900.0;g;2.8767;25.89;auto;92.9;shop_sku;222.0
skórka z cytryny;skórka z cytryny;;auchan;cytryny;Cytryny Owoce  Auchan 1 kg;1000.0;g;1.699;16.99;auto;100.0;;29.0
soczewica;soczewica czerwona;;biedronka;soczewica czerwona;Plony Natury Soczewica czerwona 500 g;500.0;g;0.998;4.99;auto;100.0;;358.0
soczewica;soczewica;;auchan;soczewica;Soczewica konserwowa Rolnik 400 g;240.0;g;1.5375;3.69;auto;100.0;canonical_name;353.0
sok z cytryny;cytryna;;biedronka;cytryna;Cytryna 500 g;500.0;g;0.998;4.99;auto;100.0;;29.0
sok z cytryny;sok z cytryny;;auchan;sok z cytryny;Sok z cytryny Limmi 200 ml;200.0;ml;3.14;6.28;auto;100.0;canonical_name;22.0
sok z limonki;limonka;;auchan;limonka;Limonka Owoce  Auchan na wagę ok. 300 g;100.0;g;1.499;4.5;auto;100.0;;30.0
sok z limonki;sok z limonki;;auchan;sok z limonki z soku zagęszczonego;Sok z limonki z soku zagęszczonego House of Asia 250 ml;250.0;ml;2.696;6.74;auto;100.0;canonical_name;25.0
sos BBQ;sos BBQ;sos miodowo-musztardowy;auchan;sos miodowo-musztardowy;Sos sałatkowy miodowo-musztardowy Knorr 8 g;8.0;g;18.0;1.44;repair;100.0;;42.0
sos BBQ;sos bbq;sos miodowo-musztardowy;auchan;sos miodowo-musztardowy;Sos sałatkowy miodowo-musztardowy Knorr 8 g;8.0;g;18.0;1.44;repair;100.0;shop_sku;42.0
sos czosnkowy do makaronu;sos czosnkowy do makaronu;;auchan;sos czosnkowy typ;Sos sałatkowy czosnkowy typ Cezar Prymat 9 g;9.0;g;10.8889;0.98;auto;90.3;;300.0
sos czosnkowy do makaronu;sos ranch;sos czosnkowy typ;auchan;sos czosnkowy typ;Sos sałatkowy czosnkowy typ Cezar Prymat 9 g;9.0;g;10.8889;0.98;repair;100.0;shop_sku;300.0
sos do makaronu;sos do makaronu;;biedronka;mutti sos do makaronu;Mutti Sos do makaronu Arrabbiata z papryczkami chili 400 g;400.0;g;2.9975;11.99;auto;100.0;;40.0
sos grecki;sos grecki;;auchan;sos grecki;Sos sałatkowy grecki  Knorr 9 g;9.0;g;16.0;1.44;auto;100.0;;150.0
sos ostry;sos ostry;sos curry;auchan;sos curry;Sos curry Winiary 29 g;29.0;g;9.9655;2.89;repair;100.0;;325.0
sos pomidorowy;sos;sos pomidorowy;auchan;sos pomidorowy;Sos pomidorowy Winiary 34 g;33.0;g;8.7576;2.89;repair;100.0;;24.0
sos pomidorowy;sos pomidorowy;;auchan;sos pomidorowy;Sos pomidorowy Winiary 34 g;33.0;g;8.7576;2.89;auto;100.0;shop_sku;24.0
sos pomidorowy;sos pomidorowy do makaronu;;auchan;sos pomidorowy;Sos pomidorowy Winiary 34 g;33.0;g;8.7576;2.89;auto;100.0;shop_sku;24.0
sos pomidorowy;sos pomidorowy do pizzy;;auchan;sos pomidorowy;Sos pomidorowy Winiary 34 g;33.0;g;8.7576;2.89;auto;100.0;shop_sku;24.0
stewia;stewia;;auchan;stewia;Stevia słodzik pochodzenia naturalnego z inuliną Zielony listek 140 g;140.0;g;8.9214;12.49;auto;100.0;;
stewia;stewia;;auchan;stewia;Stevia słodzik pochodzenia naturalnego z inuliną Zielony listek 140 g;140.0;g;8.9214;12.49;auto;100.0;shop_sku;
surówka colesław;mieszanka coleslaw;surówka colesław łagodna;auchan;surówka colesław łagodna;Surówka colesław łagodna Auchan 300 g;300.0;g;1.1967;3.59;auto;100.0;;100.0
surówka colesław;mieszanka do coleslaw;surówka colesław łagodna;auchan;surówka colesław łagodna;Surówka colesław łagodna Auchan 300 g;300.0;g;1.1967;3.59;repair;100.0;shop_sku;100.0
surówka colesław;mieszanka do colesław;surówka colesław łagodna;auchan;surówka colesław łagodna;Surówka colesław łagodna Auchan 300 g;300.0;g;1.1967;3.59;repair;100.0;shop_sku;100.0
surówka colesław;mieszanka kapusty i marchwi;surówka colesław łagodna;auchan;surówka colesław łagodna;Surówka colesław łagodna Auchan 300 g;300.0;g;1.1967;3.59;repair;100.0;shop_sku;100.0
suszone daktyle bez pestek;suszone daktyle bez pestek;;auchan;daktyle suszone bez pestek;BIO Daktyle suszone bez pestek Auchan 175 g;175.0;g;4.5657;7.99;auto;100.0;;282.0
suszone jabłka;suszone jabłka;;auchan;jabłka suszone;Jabłka suszone Kresto 35g;350.0;g;1.7086;5.98;auto;100.0;;243.0
suszone jagody goji;suszone jagody goji;;auchan;jagody goji suszone;Jagody goji suszone Makar 1 kg;1000.0;g;7.07;70.7;auto;100.0;;349.0
suszone żurawiny;suszone żurawiny;;auchan;żurawina suszona;Żurawina suszona Auchan 500 g;500.0;g;3.198;15.99;auto;87.5;;308.0
suszone żurawiny;szałwia suszona;;auchan;żurawina suszona;Żurawina suszona Auchan 500 g;500.0;g;3.198;15.99;auto;85.7;shop_sku;308.0
suszone żurawiny;żurawina suszona;;auchan;żurawina suszona;Żurawina suszona Auchan 500 g;500.0;g;3.198;15.99;auto;100.0;shop_sku;308.0
syrop daktylowy;syrop daktylowy;;auchan;syrop;BIO Syrop daktylowy  BioLife 345 g;345.0;g;5.0406;17.39;auto;100.0;;300.0
syrop klonowy;syrop klonowy;;auchan;syrop klonowy;BIO Syrop klonowy Auchan 250 g;250.0;g;7.996;19.99;auto;100.0;;260.0
syrop z agawy;syrop z agawy;;auchan;syrop z agawy jasny;BIO syrop z agawy jasny NaturaVena 250 g;245.0;g;4.8898;11.98;auto;100.0;;310.0
szalotka;szalotka;;auchan;szalotka;Szalotka Warzywa Auchan 250 g;250.0;g;2.596;6.49;auto;100.0;;72.0
szczypiorek;szczypiorek;;auchan;szczypiorek;Szczypiorek Auchan sztuka;250.0;g;2.796;6.99;auto;100.0;;32.0
szczypiorek;szczypiorek suszony;;auchan;szczypiorek;Szczypiorek Auchan sztuka;250.0;g;2.796;6.99;auto;100.0;shop_sku;32.0
szparagi;szparagi;;auchan;szparagi;Szparagi Pewni Dobrego 400 g;400.0;g;3.7475;14.99;auto;100.0;;20.0
szpinak;szpinak;;auchan;szpinak;Szpinak Warzywa Auchan 100 g;100.0;g;3.89;3.89;auto;100.0;;23.0
szpinak;szpinak baby;;auchan;szpinak baby;BIO szpinak baby Fit & Easy 150 g;150.0;g;6.1267;9.19;auto;100.0;canonical_name;23.0
szynka;szynka;;auchan;szynka;Szynka konserwowa premium Krakus 300 g;300.0;g;3.8267;11.48;auto;100.0;;145.0
sól;sól;sól jodowana;auchan;sól jodowana;Sól jodowana Kotányi 1 kg;1000.0;g;0.548;5.48;repair;100.0;;31.0
sól morska;sól morska;;auchan;sól morska jodowana;Sól morska jodowana Prymat 110 g;110.0;g;5.7091;6.28;auto;100.0;;
tahini;tahini;;biedronka;tahini;Elios Tahini klasyczne 300 g;300.0;g;3.33;9.99;auto;100.0;;595.0
tortilla;tortilla;;biedronka;tortilla wraps placki wieloziarniste;Pano Tortilla Wraps Placki wieloziarniste 306 g;306.0;g;1.6176;4.95;auto;100.0;;300.0
truskawki;truskawka;;auchan;truskawka;100% truskawka z regionu Łowicza Pewni Dobrego 230 g;230.0;g;2.8217;6.49;auto;100.0;;32.0
truskawki;truskawki;;auchan;truskawki;Truskawki Owoce  Auchan 250 g;250.0;g;4.396;10.99;auto;100.0;canonical_name;32.0
truskawki;truskawki liofilizowane;;auchan;truskawki;Truskawki Owoce  Auchan 250 g;250.0;g;4.396;10.99;auto;100.0;canonical_name;32.0
tuńczyk;tuńczyk;tuńczyk kawałki w sosie własnym;auchan;tuńczyk kawałki w sosie własnym;Tuńczyk kawałki w sosie własnym Auchan 170 g;120.0;g;5.1583;6.19;auto;100.0;;116.0
twaróg;twaróg;;auchan;twaróg;Twaróg chudy Auchan 250 g;250.0;g;1.46;3.65;auto;100.0;;98.0
twaróg;twaróg kremowy;;auchan;twaróg;Twaróg chudy Auchan 250 g;250.0;g;1.46;3.65;auto;100.0;shop_sku;98.0
tymianek;tymianek;;auchan;tymianek;BIO Tymianek  Pewni Dobrego sztuka;100.0;g;9.49;9.49;auto;100.0;;101.0
tymianek;tymianek suszony;;auchan;tymianek;BIO Tymianek  Pewni Dobrego sztuka;100.0;g;9.49;9.49;auto;100.0;shop_sku;101.0
wiórki kokosowe;wiórki kokosowe;;biedronka;wiórki kokosowe;Bakello Wiórki kokosowe 200 g;200.0;g;2.495;4.99;auto;100.0;;660.0
wiórki kokosowe;wiórki kokosowe niesłodzone;;biedronka;wiórki kokosowe;Bakello Wiórki kokosowe 200 g;200.0;g;2.495;4.99;auto;100.0;shop_sku;660.0
wołowina;wołowina;wołowina;auchan;wołowina;Rosół wołowy Kucharek 120 g;120.0;g;3.2;3.84;auto;100.0;;250.0
wołowina;wołowina na fajitas;;auchan;wołowina;Rosół wołowy Kucharek 120 g;120.0;g;3.2;3.84;auto;100.0;shop_sku;250.0
wołowina;wołowina w kawałkach;;auchan;wołowina;Rosół wołowy Kucharek 120 g;120.0;g;3.2;3.84;auto;100.0;shop_sku;250.0
wędzona papryka;wędzona papryka;;auchan;papryka;BIO  Papryka Palermo  Warzywa Auchan 180 g;180.0;g;7.2167;12.99;auto;100.0;;31.0
wędzony łosoś;wędzony łosoś;;biedronka;łosoś;Marinero Łosoś Norweski wędzony plastry 150 g;150.0;g;11.9933;17.99;auto;100.0;;208.0
wędzony łosoś;łosoś;;biedronka;łosoś;Marinero Łosoś Norweski wędzony plastry 150 g;150.0;g;11.9933;17.99;auto;100.0;shop_sku;208.0
zamiennik jajka;zamiennik jajka;;auchan;zamiennik jajek w proszku veggs;Zamiennik jajek w proszku vEGGs 64 g;102.0;g;22.049;22.49;auto;93.3;;300.0
ziele angielskie;ziele angielskie;;auchan;ziele angielskie;Ziele angielskie  Auchan 15 g;15.0;g;8.6;1.29;auto;100.0;;263.0
zielona fasolka;zielona fasolka;;auchan;fasolka;BIO Fasolka Adzuki   EUREKO 400 g;400.0;g;4.4475;17.79;auto;100.0;;31.0
zielone oliwki;zielone oliwki;;auchan;zielone oliwki nadziewane migdałami;Zielone oliwki nadziewane migdałami Auchan 100 g;100.0;g;6.39;6.39;auto;100.0;;150.0
zioła;zioła;;auchan;zioła;Zioła Prowansalskie   Auchan 10 g;10.0;g;12.9;1.29;auto;100.0;;50.0
zioła;świeże zioła;;auchan;zioła;Zioła Prowansalskie   Auchan 10 g;10.0;g;12.9;1.29;auto;100.0;shop_sku;50.0
łopatka wieprzowa;łopatka wieprzowa;;auchan;łopatka;Łopatka bez kości Auchan na wagę ok. 1 kg;100.0;g;1.899;18.99;auto;100.0;;242.0
śmietana;śmietana;;auchan;śmietana;Śmietana 12%  Auchan 330 g;330.0;g;0.903;2.98;auto;100.0;;198.0
śmietana;śmietana 30%;;auchan;śmietana;Śmietana 12%  Auchan 330 g;330.0;g;0.903;2.98;auto;100.0;shop_sku;198.0
śmietana;śmietana roślinna;;auchan;śmietana;Śmietana 12%  Auchan 330 g;330.0;g;0.903;2.98;auto;100.0;shop_sku;198.0
śmietana;smietana;;auchan;smietana;Smietana 18% ekstra kremowa Zott 330 g;330.0;g;1.603;5.29;auto;100.0;canonical_name;198.0
śmietanka 30%;śmietanka 30%;;auchan;śmietanka;Śmietanka UHT 18% Auchan 250 ml;250.0;ml;1.352;3.38;auto;100.0;;200.0
śmietanka 30%;śmietanka kokosowa;;auchan;śmietanka;Śmietanka UHT 18% Auchan 250 ml;250.0;ml;1.352;3.38;auto;100.0;shop_sku;200.0
żeberka wołowe;żeberka wołowe;żeberka;auchan;żeberka;Żeberka wędzone Mościbrody na wagę ok. 900 g;100.0;g;1.599;14.39;auto;100.0;;250.0
żurawina;żurawina;;auchan;żurawina;Żurawina Pewni Dobrego 200 g;200.0;g;4.49;8.98;auto;100.0;;46.0
żółta papryka;żółta papryka;;auchan;papryka żółta;Papryka żółta Warzywa Auchan na wagę od 500 g;100.0;g;1.698;8.49;auto;100.0;;27.0
